qweek,i2_health,i11_health,age,gender,household_size,WCRex2,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,WCRex1,r1_1,r1_2,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings,H7_Vaccination policy,H8M_Protection of elderly people,ConfirmedCases,ConfirmedDeaths,i9_health_No,i9_health_Not sure,i9_health_Yes,state_Australian Capital Territory,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,employment_status_Full time employment,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
43,30.0,1.0,62,1,2,3.0,7.0,2,3,3,4,4.0,7,1,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1112.0,9.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
48,5.0,1.0,39,1,3,2.0,6.0,1,4,4,3,3.0,4,3,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,154191.0,656.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
40,15.0,2.0,63,0,2,3.0,6.0,1,1,1,2,3.0,6,4,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,24747.0,824.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
43,2.0,1.0,69,1,1,2.0,8.0,4,4,4,4,2.0,4,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2071.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
51,2.0,1.0,38,1,1,3.0,7.0,4,4,3,3,3.0,7,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,953288.0,2235.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
50,30.0,2.0,70,1,2,3.0,8.0,3,3,4,3,3.0,4,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,775888.0,1836.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
47,5.0,3.0,30,1,4,4.0,7.0,4,4,4,4,4.0,4,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,145570.0,1454.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
52,0.0,1.0,57,0,3,4.0,10.0,4,4,4,4,1.0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1292781.0,1877.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
52,0.0,1.0,27,1,1,3.0,7.0,2,2,2,3,2.0,4,4,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,6195.0,10.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
44,0.0,1.0,70,1,2,2.0,4.0,2,3,4,4,1.0,4,5,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,92126.0,1142.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
47,30.0,1.0,39,0,3,2.0,8.0,3,4,3,4,1.0,6,5,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,97558.0,643.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
46,100.0,4.0,55,1,2,3.0,8.0,3,3,2,2,2.0,1,5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,122890.0,1336.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
50,0.0,1.0,36,0,3,1.0,2.0,1,1,1,1,1.0,3,7,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,369807.0,153.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
45,10.0,3.0,28,0,3,2.0,8.0,3,1,1,1,2.0,3,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2113.0,7.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
44,2.0,2.0,26,0,4,3.0,8.0,4,3,4,3,3.0,4,4,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,76580.0,590.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
38,8.0,2.0,21,1,4,3.0,6.0,3,3,3,3,3.0,2,2,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,21215.0,820.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
51,6.0,1.0,40,1,3,4.0,10.0,1,1,1,1,4.0,7,7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1174476.0,1640.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
38,0.0,1.0,43,0,2,3.0,8.0,4,4,4,4,3.0,1,2,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,21119.0,820.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
42,3.0,1.0,46,0,4,4.0,4.0,3,3,3,3,3.0,1,1,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,65876.0,439.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
41,3.0,1.0,37,1,4,4.0,7.0,2,3,2,1,4.0,7,7,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,56988.0,331.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
46,2.0,2.0,36,1,4,3.0,7.0,1,3,1,1,3.0,7,7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,122890.0,1336.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
37,0.0,1.0,29,1,5,1.0,4.0,2,1,1,1,1.0,4,4,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,8703.0,67.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
52,0.0,1.0,40,1,2,4.0,3.0,1,1,1,1,4.0,5,3,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,543921.0,505.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
52,2.0,3.0,42,1,2,3.0,9.0,1,1,2,2,3.0,6,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1011358.0,2409.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
40,0.0,2.0,80,0,2,3.0,7.0,4,3,3,3,2.0,7,2,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,1992.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
40,20.0,1.0,82,0,3,3.0,7.0,3,3,3,3,3.0,7,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,37724.0,201.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
38,5.0,1.0,70,1,2,3.0,6.0,3,4,3,2,3.0,4,1,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,13092.0,97.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
51,0.0,1.0,51,1,4,3.0,5.0,2,2,2,2,3.0,7,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1183196.0,1659.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
51,4.0,1.0,51,1,4,2.0,7.0,3,3,2,2,2.0,5,6,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,41380.0,31.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
44,5.0,1.0,51,0,4,3.0,4.0,3,4,4,4,3.0,5,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2089.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
41,6.0,1.0,65,0,2,2.0,9.0,3,4,4,4,3.0,5,2,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2019.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
44,5.0,3.0,40,0,5,4.0,5.0,3,4,3,4,4.0,1,1,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1112.0,9.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
40,2.0,1.0,37,1,5,3.0,6.0,3,4,4,4,3.0,7,4,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,889.0,4.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
39,5.0,1.0,50,1,5,2.0,7.0,3,3,4,3,2.0,2,2,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,21772.0,820.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
51,20.0,1.0,48,1,2,2.0,5.0,3,3,3,3,2.0,6,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1183196.0,1659.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
40,10.0,2.0,42,0,1,2.0,8.0,4,4,4,4,4.0,1,2,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1089.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
45,25.0,1.0,18,1,4,3.0,8.0,3,3,3,3,4.0,2,5,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,113755.0,1298.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
42,0.0,1.0,54,0,3,3.0,6.0,3,4,3,2,2.0,6,5,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,65876.0,439.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
48,0.0,1.0,60,0,3,3.0,5.0,3,4,4,4,3.0,7,5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,165595.0,1504.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
41,15.0,1.0,61,1,1,3.0,6.0,3,3,1,1,4.0,7,5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2019.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
42,1.0,1.0,63,0,2,3.0,7.0,4,4,4,4,1.0,2,7,1.0,1.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,906.0,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
45,1.0,1.0,35,0,2,3.0,8.0,3,3,2,3,3.0,7,4,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,110662.0,1273.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
40,0.0,1.0,51,1,4,3.0,6.0,3,3,3,3,3.0,5,3,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,39108.0,207.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
42,0.0,1.0,32,0,3,3.0,1.0,2,1,2,2,1.0,7,5,2.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,69552.0,498.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
39,2.0,1.0,33,1,4,3.0,8.0,4,4,4,4,3.0,5,4,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,21926.0,820.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
47,1.0,1.0,39,1,3,3.0,8.0,4,4,4,4,4.0,7,4,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,144411.0,1450.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
45,8.0,1.0,34,1,1,2.0,6.0,3,3,1,1,3.0,5,6,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2112.0,7.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
43,1.0,2.0,31,0,3,3.0,7.0,3,2,3,3,3.0,4,4,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2082.0,7.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
39,3.0,1.0,52,1,3,3.0,8.0,4,3,3,3,3.0,7,5,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,21772.0,820.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
46,10.0,2.0,26,1,5,3.0,7.0,2,4,4,4,3.0,4,2,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,83118.0,630.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
49,6.0,1.0,47,1,2,3.0,3.0,2,2,2,2,2.0,6,6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,536025.0,775.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47,15.0,2.0,63,0,2,4.0,7.0,4,4,4,4,2.0,3,3,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,90333.0,641.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
51,20.0,1.0,77,1,2,3.0,8.0,4,4,4,4,3.0,7,6,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,475517.0,340.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
48,2.0,1.0,26,1,3,3.0,10.0,2,1,1,2,3.0,4,4,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,3.0,11078.0,6.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
48,2.0,3.0,64,0,2,3.0,2.0,2,3,2,2,1.0,4,4,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,143042.0,653.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
48,5.0,1.0,57,1,1,1.0,4.0,1,1,3,2,3.0,4,4,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1190.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
51,12.0,1.0,73,0,2,4.0,8.0,4,4,4,4,4.0,6,5,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,462761.0,308.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
40,0.0,1.0,58,0,2,3.0,8.0,4,4,4,4,4.0,7,7,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,23964.0,823.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
38,10.0,1.0,28,1,3,2.0,7.0,3,3,2,3,2.0,5,2,1.0,1.0,1.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,4.0,5.0,2.0,1955.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
43,4.0,1.0,69,1,2,3.0,8.0,4,4,4,4,3.0,4,2,2.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,72899.0,546.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
40,0.0,1.0,34,1,5,3.0,8.0,4,4,4,4,3.0,7,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,40616.0,216.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39,2.0,1.0,62,0,2,3.0,5.0,4,3,4,3,3.0,6,5,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,21694.0,820.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
49,50.0,1.0,84,0,2,2.0,9.0,4,4,4,4,1.0,5,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,485530.0,1614.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
50,2.0,2.0,40,0,1,3.0,8.0,2,2,2,3,3.0,5,4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,1033364.0,1196.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
43,20.0,4.0,22,0,5,3.0,5.0,2,1,1,1,3.0,3,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2085.0,7.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
47,50.0,1.0,30,1,2,3.0,9.0,4,3,3,3,3.0,6,4,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,145570.0,1454.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
40,0.0,1.0,35,1,2,3.0,7.0,4,4,4,4,3.0,4,3,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,39108.0,207.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
45,1.0,2.0,85,0,1,3.0,1.0,1,1,1,1,3.0,7,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2110.0,7.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
39,1.0,2.0,42,0,2,3.0,3.0,4,2,3,3,1.0,2,6,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,21996.0,820.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
40,2.0,1.0,53,1,2,3.0,8.0,4,4,3,3,3.0,7,2,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,1992.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
41,10.0,1.0,75,1,2,3.0,6.0,3,3,4,4,3.0,7,3,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2019.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
39,58.0,1.0,64,1,3,3.0,6.0,4,3,3,4,3.0,4,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,21471.0,133.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
46,12.0,1.0,62,0,2,4.0,8.0,4,4,4,4,4.0,6,5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,82180.0,628.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
45,10.0,5.0,42,0,3,1.0,7.0,4,4,4,4,1.0,1,1,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,922.0,4.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
43,10.0,2.0,30,0,2,3.0,5.0,3,3,3,3,3.0,4,4,2.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,72202.0,540.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
44,3.0,1.0,39,1,4,3.0,2.0,3,3,1,3,2.0,3,2,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,75766.0,580.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
52,0.0,1.0,54,1,3,3.0,8.0,4,4,4,4,3.0,2,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1011358.0,2409.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
45,7.0,1.0,79,0,2,3.0,8.0,4,4,4,4,4.0,7,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,238.0,13.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
45,5.0,1.0,31,1,1,3.0,6.0,1,1,1,1,3.0,6,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2112.0,7.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
52,0.0,1.0,42,1,4,4.0,7.0,4,4,4,4,1.0,7,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1277082.0,1859.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
46,30.0,1.0,42,1,2,3.0,6.0,4,4,3,4,3.0,4,4,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,932.0,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
51,2.0,1.0,35,1,5,3.0,5.0,3,3,3,3,3.0,5,6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1174476.0,1640.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45,5.0,1.0,46,0,5,3.0,8.0,2,3,4,3,2.0,4,4,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,80163.0,623.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
51,15.0,1.0,58,0,3,3.0,6.0,4,3,4,3,2.0,5,6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1154133.0,1596.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
50,50.0,1.0,34,0,5,2.0,6.0,3,2,2,3,1.0,1,7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,817360.0,1939.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
46,3.0,2.0,21,0,7,1.0,7.0,3,3,3,3,1.0,1,2,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2155.0,7.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
38,0.0,2.0,44,0,2,3.0,8.0,4,4,4,4,3.0,1,1,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,21144.0,820.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
37,0.0,2.0,38,0,4,3.0,6.0,3,3,3,3,1.0,3,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,9360.0,69.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
48,10.0,1.0,69,0,2,2.0,10.0,4,4,4,4,3.0,2,6,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1148.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
